"","LOC","RefSeq","Description","RefSeq_short"
"19699","LOC100646522","XM_003402487.2","PREDICTED: Bombus terrestris tetratricopeptide repeat protein 12-like (LOC100646522)","XM_003402487"
"19700","LOC100646761","XR_001099592.1","PREDICTED: Bombus terrestris uncharacterized LOC100646761 (LOC100646761) transcript variant X3","XR_001099592"
"19701","LOC100646761","XR_001099591.1","PREDICTED: Bombus terrestris uncharacterized LOC100646761 (LOC100646761) transcript variant X2","XR_001099591"
"19702","LOC100646761","XR_001099590.1","PREDICTED: Bombus terrestris uncharacterized LOC100646761 (LOC100646761) transcript variant X1","XR_001099590"
"19703","LOC105666778","XR_001099587.1","PREDICTED: Bombus terrestris uncharacterized LOC105666778 (LOC105666778) transcript variant X1","XR_001099587"
"19704","LOC105666778","XR_001099589.1","PREDICTED: Bombus terrestris uncharacterized LOC105666778 (LOC105666778) transcript variant X3","XR_001099589"
"19705","LOC105666778","XR_001099588.1","PREDICTED: Bombus terrestris uncharacterized LOC105666778 (LOC105666778) transcript variant X2","XR_001099588"
"19706","LOC100647127","XM_003402491.2","PREDICTED: Bombus terrestris BTB/POZ domain-containing protein KCTD16 (LOC100647127)","XM_003402491"
"19707","LOC100647245","XM_003402492.2","PREDICTED: Bombus terrestris mucolipin-3-like (LOC100647245)","XM_003402492"
"19708","LOC100647598","XM_012318839.1","PREDICTED: Bombus terrestris bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing)-like (LOC100647598)","XM_012318839"
"19709","LOC100647712","XM_003402495.2","PREDICTED: Bombus terrestris dihydroxyacetone kinase 1-like (LOC100647712)","XM_003402495"
"19710","LOC105666780","XR_001099593.1","PREDICTED: Bombus terrestris bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing)-like (LOC105666780) transcript variant X3","XR_001099593"
"19711","LOC105666780","XM_012318837.1","PREDICTED: Bombus terrestris bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing)-like (LOC105666780) transcript variant X1","XM_012318837"
"19712","LOC105666780","XR_001099594.1","PREDICTED: Bombus terrestris bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing)-like (LOC105666780) transcript variant X4","XR_001099594"
"19713","LOC105666780","XM_012318838.1","PREDICTED: Bombus terrestris bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing)-like (LOC105666780) transcript variant X2","XM_012318838"
"19714","LOC100647829","XM_012318841.1","PREDICTED: Bombus terrestris IQ and AAA domain-containing protein 1-like (LOC100647829) partial ","XM_012318841"
"19715","LOC100647949","XM_003402496.2","PREDICTED: Bombus terrestris uncharacterized LOC100647949 (LOC100647949) partial ","XM_003402496"
"19716","LOC100648078","XM_003402497.2","PREDICTED: Bombus terrestris leucine-rich repeats and immunoglobulin-like domains protein 3 (LOC100648078) partial ","XM_003402497"
"19717","LOC100648191","XR_001099595.1","PREDICTED: Bombus terrestris longitudinals lacking protein","XR_001099595"
"19718","LOC100648191","XM_012318842.1","PREDICTED: Bombus terrestris longitudinals lacking protein","XM_012318842"
"19719","LOC100648305","XM_003402499.2","PREDICTED: Bombus terrestris glucosylceramidase-like (LOC100648305) partial ","XM_003402499"
"19720","LOC105666781","XM_012318845.1","PREDICTED: Bombus terrestris inositol monophosphatase ttx-7-like (LOC105666781) partial ","XM_012318845"
"19721","LOC100648538","XM_003402501.2","PREDICTED: Bombus terrestris acetyl-coenzyme A synthetase (LOC100648538)","XM_003402501"
"19722","LOC100648419","XM_003402500.2","PREDICTED: Bombus terrestris enolase-like (LOC100648419) transcript variant X1","XM_003402500"
"19723","LOC100648419","XM_012318844.1","PREDICTED: Bombus terrestris enolase-like (LOC100648419) transcript variant X2","XM_012318844"
"19724","LOC105666782","XM_012318846.1","PREDICTED: Bombus terrestris proline-rich receptor-like protein kinase PERK12 (LOC105666782) partial ","XM_012318846"
"19725","LOC100648807","XR_132371.2","PREDICTED: Bombus terrestris uncharacterized LOC100648807 (LOC100648807) transcript variant X1","XR_132371"
"19726","LOC100648807","XR_001099596.1","PREDICTED: Bombus terrestris uncharacterized LOC100648807 (LOC100648807) transcript variant X2","XR_001099596"
"19727","LOC105666783","XM_012318847.1","PREDICTED: Bombus terrestris protein pygopus-like (LOC105666783)","XM_012318847"
"19728","LOC105666784","XM_012318848.1","PREDICTED: Bombus terrestris uncharacterized LOC105666784 (LOC105666784)","XM_012318848"
"19729","LOC105666785","XR_001099597.1","PREDICTED: Bombus terrestris uncharacterized LOC105666785 (LOC105666785) transcript variant X1","XR_001099597"
"19730","LOC105666785","XR_001099599.1","PREDICTED: Bombus terrestris uncharacterized LOC105666785 (LOC105666785) transcript variant X3","XR_001099599"
"19731","LOC105666785","XR_001099598.1","PREDICTED: Bombus terrestris uncharacterized LOC105666785 (LOC105666785) transcript variant X2","XR_001099598"
"19732","LOC105666787","XM_012318852.1","PREDICTED: Bombus terrestris uncharacterized LOC105666787 (LOC105666787) partial ","XM_012318852"
"19733","LOC105666786","XR_001099600.1","PREDICTED: Bombus terrestris uncharacterized LOC105666786 (LOC105666786) transcript variant X1","XR_001099600"
"19734","LOC105666786","XR_001099601.1","PREDICTED: Bombus terrestris uncharacterized LOC105666786 (LOC105666786) transcript variant X2","XR_001099601"
"19735","LOC100649009","XM_012318851.1","PREDICTED: Bombus terrestris uncharacterized LOC100649009 (LOC100649009)","XM_012318851"
"19736","LOC100649122","XM_003402502.2","PREDICTED: Bombus terrestris beta carbonic anhydrase 1 (LOC100649122)","XM_003402502"
"19737","LOC105666788","XM_012318857.1","PREDICTED: Bombus terrestris connector enhancer of kinase suppressor of ras 3-like (LOC105666788) partial ","XM_012318857"
"19738","LOC100649240","XM_012318853.1","PREDICTED: Bombus terrestris vesicle transport through interaction with t-SNAREs homolog 1B-like (LOC100649240) transcript variant X1","XM_012318853"
"19739","LOC100649240","XM_012318854.1","PREDICTED: Bombus terrestris vesicle transport through interaction with t-SNAREs homolog 1B-like (LOC100649240) transcript variant X2","XM_012318854"
"19740","LOC100649360","XM_003402504.2","PREDICTED: Bombus terrestris protein unc-119 homolog B (LOC100649360)","XM_003402504"
"19741","LOC100649555","XM_003402506.2","PREDICTED: Bombus terrestris alpha/beta hydrolase domain-containing protein 11 (LOC100649555) transcript variant X1","XM_003402506"
"19742","LOC100649555","XM_012318856.1","PREDICTED: Bombus terrestris alpha/beta hydrolase domain-containing protein 11 (LOC100649555) transcript variant X2","XM_012318856"
"19743","LOC100649789","XM_012318858.1","PREDICTED: Bombus terrestris zinc finger protein Xfin-like (LOC100649789)","XM_012318858"
"19744","LOC100649906","XM_012318860.1","PREDICTED: Bombus terrestris thymidylate synthase (LOC100649906) transcript variant X2","XM_012318860"
"19745","LOC100649906","XR_001099602.1","PREDICTED: Bombus terrestris thymidylate synthase (LOC100649906) transcript variant X1","XR_001099602"
"19746","LOC100650019","XM_003402510.2","PREDICTED: Bombus terrestris uncharacterized protein C6orf106 homolog (LOC100650019)","XM_003402510"
"19747","LOC100650135","XM_003402511.2","PREDICTED: Bombus terrestris uncharacterized LOC100650135 (LOC100650135)","XM_003402511"
"19748","LOC100650261","XM_003402512.2","PREDICTED: Bombus terrestris endocuticle structural glycoprotein SgAbd-2-like (LOC100650261)","XM_003402512"
"19749","LOC100650383","XM_003402513.1","PREDICTED: Bombus terrestris uncharacterized LOC100650383 (LOC100650383) partial ","XM_003402513"
"19750","LOC100650507","XM_003402514.2","PREDICTED: Bombus terrestris opsin","XM_003402514"
"19751","LOC100650624","XM_003402515.2","PREDICTED: Bombus terrestris FAD synthase-like (LOC100650624)","XM_003402515"
"19752","LOC105666789","XM_012318861.1","PREDICTED: Bombus terrestris uncharacterized LOC105666789 (LOC105666789)","XM_012318861"
"19753","LOC100650748","XM_012318865.1","PREDICTED: Bombus terrestris pyridoxal-dependent decarboxylase domain-containing protein 1 (LOC100650748) transcript variant X3","XM_012318865"
"19754","LOC100650748","XM_012318864.1","PREDICTED: Bombus terrestris pyridoxal-dependent decarboxylase domain-containing protein 1 (LOC100650748) transcript variant X2","XM_012318864"
"19755","LOC100650748","XM_012318863.1","PREDICTED: Bombus terrestris pyridoxal-dependent decarboxylase domain-containing protein 1 (LOC100650748) transcript variant X1","XM_012318863"
"19756","LOC100650748","XR_001099603.1","PREDICTED: Bombus terrestris pyridoxal-dependent decarboxylase domain-containing protein 1 (LOC100650748) transcript variant X5","XR_001099603"
"19757","LOC100650748","XM_003402516.2","PREDICTED: Bombus terrestris pyridoxal-dependent decarboxylase domain-containing protein 1 (LOC100650748) transcript variant X4","XM_003402516"
"19758","LOC100650866","XM_003402517.2","PREDICTED: Bombus terrestris 39S ribosomal protein L12","XM_003402517"
"19759","LOC100650986","XM_003402518.2","PREDICTED: Bombus terrestris dynein heavy chain 17","XM_003402518"
"19760","LOC100651107","XM_003402519.2","PREDICTED: Bombus terrestris uncharacterized LOC100651107 (LOC100651107) partial ","XM_003402519"
"19761","LOC100651229","XM_003402520.2","PREDICTED: Bombus terrestris uncharacterized LOC100651229 (LOC100651229)","XM_003402520"
"19762","LOC100651351","XM_003402521.2","PREDICTED: Bombus terrestris large proline-rich protein BAG6-like (LOC100651351)","XM_003402521"
"19763","LOC100651469","XM_012318866.1","PREDICTED: Bombus terrestris F-box only protein 11 (LOC100651469) partial ","XM_012318866"
"19764","LOC105666790","XM_012318867.1","PREDICTED: Bombus terrestris aminopeptidase N-like (LOC105666790) partial ","XM_012318867"
"19765","LOC100651588","XM_003402523.2","PREDICTED: Bombus terrestris heterogeneous nuclear ribonucleoprotein Q-like (LOC100651588)","XM_003402523"
"19766","LOC100651705","XM_012318868.1","PREDICTED: Bombus terrestris dnaJ homolog subfamily C member 8 (LOC100651705)","XM_012318868"
"19767","LOC100651823","XM_003402525.2","PREDICTED: Bombus terrestris uncharacterized LOC100651823 (LOC100651823)","XM_003402525"
"19768","LOC100651941","XM_003402526.2","PREDICTED: Bombus terrestris protein tramtrack","XM_003402526"
"19769","LOC105666791","XM_012318869.1","PREDICTED: Bombus terrestris uncharacterized LOC105666791 (LOC105666791)","XM_012318869"
"19770","LOC100652064","XM_003402527.2","PREDICTED: Bombus terrestris inositol hexakisphosphate kinase 2-like (LOC100652064)","XM_003402527"
"19771","LOC100652181","XM_012318870.1","PREDICTED: Bombus terrestris uncharacterized LOC100652181 (LOC100652181) partial ","XM_012318870"
"19772","LOC100652301","XM_003402528.2","PREDICTED: Bombus terrestris serine protease inhibitor 3/4-like (LOC100652301) partial ","XM_003402528"
"19773","LOC105666792","XM_012318871.1","PREDICTED: Bombus terrestris cell adhesion molecule 3-like (LOC105666792) partial ","XM_012318871"
"19774","LOC100642271","XM_012318875.1","PREDICTED: Bombus terrestris integrator complex subunit 11 (LOC100642271) transcript variant X5","XM_012318875"
"19775","LOC100642271","XM_012318872.1","PREDICTED: Bombus terrestris integrator complex subunit 11 (LOC100642271) transcript variant X2","XM_012318872"
"19776","LOC100642271","XM_012318874.1","PREDICTED: Bombus terrestris integrator complex subunit 11 (LOC100642271) transcript variant X4","XM_012318874"
"19777","LOC100642271","XM_012318873.1","PREDICTED: Bombus terrestris integrator complex subunit 11 (LOC100642271) transcript variant X3","XM_012318873"
"19778","LOC100642271","XM_003402529.2","PREDICTED: Bombus terrestris integrator complex subunit 11 (LOC100642271) transcript variant X1","XM_003402529"
"19779","LOC100642390","XM_003402530.2","PREDICTED: Bombus terrestris delta-1-pyrroline-5-carboxylate dehydrogenase","XM_003402530"
"19780","LOC100642508","XM_012318876.1","PREDICTED: Bombus terrestris fatty acyl-CoA reductase 1-like (LOC100642508) transcript variant X1","XM_012318876"
"19781","LOC100642508","XM_012318877.1","PREDICTED: Bombus terrestris fatty acyl-CoA reductase 1-like (LOC100642508) transcript variant X2","XM_012318877"
"19782","LOC100642712","XM_012318878.1","PREDICTED: Bombus terrestris exosome complex component rrp45-like (LOC100642712) transcript variant X1","XM_012318878"
"19783","LOC100642712","XM_012318879.1","PREDICTED: Bombus terrestris exosome complex component rrp45-like (LOC100642712) transcript variant X3","XM_012318879"
"19784","LOC100642712","XM_003402532.2","PREDICTED: Bombus terrestris exosome complex component rrp45-like (LOC100642712) transcript variant X2","XM_003402532"
"19785","LOC100642827","XM_003402533.2","PREDICTED: Bombus terrestris histone deacetylase complex subunit SAP30 homolog (LOC100642827)","XM_003402533"
"19786","LOC100642945","XM_012318880.1","PREDICTED: Bombus terrestris papilin-like (LOC100642945) partial ","XM_012318880"
"19787","LOC105666793","XR_001099604.1","PREDICTED: Bombus terrestris uncharacterized LOC105666793 (LOC105666793) ncRNA","XR_001099604"
"19788","LOC100643064","XM_003402535.2","PREDICTED: Bombus terrestris microspherule protein 1 (LOC100643064)","XM_003402535"
"19789","LOC105666794","XM_012318881.1","PREDICTED: Bombus terrestris aminopeptidase N-like (LOC105666794) partial ","XM_012318881"
"19790","LOC105666795","XM_012318882.1","PREDICTED: Bombus terrestris tigger transposable element-derived protein 2-like (LOC105666795)","XM_012318882"
"19791","LOC105666796","XM_012318884.1","PREDICTED: Bombus terrestris protein downstream neighbor of son homolog (LOC105666796) transcript variant X2","XM_012318884"
"19792","LOC105666796","XM_012318883.1","PREDICTED: Bombus terrestris protein downstream neighbor of son homolog (LOC105666796) transcript variant X1","XM_012318883"
"19793","LOC105666796","XM_012318885.1","PREDICTED: Bombus terrestris protein downstream neighbor of son homolog (LOC105666796) transcript variant X3","XM_012318885"
"19794","LOC100643267","XM_003402536.2","PREDICTED: Bombus terrestris serine proteinase stubble-like (LOC100643267) partial ","XM_003402536"
"19795","LOC100643390","XM_012318886.1","PREDICTED: Bombus terrestris 28S ribosomal protein S11","XM_012318886"
"19796","LOC105666797","XM_012318887.1","PREDICTED: Bombus terrestris probable G-protein coupled receptor Mth-like 3 (LOC105666797) partial ","XM_012318887"
"19797","LOC100643511","XM_012318888.1","PREDICTED: Bombus terrestris phosphoserine phosphatase (LOC100643511) transcript variant X1","XM_012318888"
"19798","LOC100643511","XM_003402538.2","PREDICTED: Bombus terrestris phosphoserine phosphatase (LOC100643511) transcript variant X2","XM_003402538"
"19799","LOC105666798","XM_012318889.1","PREDICTED: Bombus terrestris uncharacterized LOC105666798 (LOC105666798)","XM_012318889"
"19800","LOC105666799","XM_012318890.1","PREDICTED: Bombus terrestris uncharacterized LOC105666799 (LOC105666799)","XM_012318890"
"19801","LOC100643635","XM_003402539.2","PREDICTED: Bombus terrestris SEC14-like protein 5 (LOC100643635)","XM_003402539"
"19802","LOC105666800","XM_012318892.1","PREDICTED: Bombus terrestris cilia- and flagella-associated protein 70-like (LOC105666800)","XM_012318892"
"19803","LOC100644276","XM_012318893.1","PREDICTED: Bombus terrestris 60S ribosomal protein L28 (LOC100644276) transcript variant X2","XM_012318893"
"19804","LOC100644276","XM_003402543.2","PREDICTED: Bombus terrestris 60S ribosomal protein L28 (LOC100644276) transcript variant X1","XM_003402543"
"19805","LOC100644156","XM_003402542.2","PREDICTED: Bombus terrestris probable methyltransferase BTM2 homolog (LOC100644156)","XM_003402542"
"19806","LOC100644043","XM_003402541.2","PREDICTED: Bombus terrestris ubiquitin-conjugating enzyme E2 G2 (LOC100644043)","XM_003402541"
"19807","LOC100644540","XM_003402546.2","PREDICTED: Bombus terrestris dynamin-like (LOC100644540) partial ","XM_003402546"
"19808","LOC100644663","XM_003402547.2","PREDICTED: Bombus terrestris putative uncharacterized protein DDB_G0271606 (LOC100644663)","XM_003402547"
"19809","LOC100644785","XM_012318894.1","PREDICTED: Bombus terrestris dmX-like protein 2 (LOC100644785)","XM_012318894"
"19810","LOC100644909","XM_003402549.2","PREDICTED: Bombus terrestris fat-like cadherin-related tumor suppressor homolog (LOC100644909) partial ","XM_003402549"
"19811","LOC100645032","XM_012318895.1","PREDICTED: Bombus terrestris acetylcholine receptor subunit alpha-like (LOC100645032)","XM_012318895"
"19812","LOC100645271","XM_012318896.1","PREDICTED: Bombus terrestris prestin (LOC100645271)","XM_012318896"
"19813","LOC100647047","XM_003402565.2","PREDICTED: Bombus terrestris uncharacterized LOC100647047 (LOC100647047)","XM_003402565"
"19814","LOC100646810","XM_003402564.2","PREDICTED: Bombus terrestris uridine phosphorylase 1 (LOC100646810)","XM_003402564"
"19815","LOC100646931","XR_001099605.1","PREDICTED: Bombus terrestris uncharacterized LOC100646931 (LOC100646931) transcript variant X1","XR_001099605"
"19816","LOC100646931","XR_132378.2","PREDICTED: Bombus terrestris uncharacterized LOC100646931 (LOC100646931) transcript variant X2","XR_132378"
"19817","LOC100647165","XM_003402566.2","PREDICTED: Bombus terrestris guanine nucleotide-binding protein G(q) subunit alpha (LOC100647165) transcript variant X2","XM_003402566"
"19818","LOC100647165","XM_012318898.1","PREDICTED: Bombus terrestris guanine nucleotide-binding protein G(q) subunit alpha (LOC100647165) transcript variant X3","XM_012318898"
"19819","LOC100647165","XR_001099606.1","PREDICTED: Bombus terrestris guanine nucleotide-binding protein G(q) subunit alpha (LOC100647165) transcript variant X4","XR_001099606"
"19820","LOC100647165","XM_012318897.1","PREDICTED: Bombus terrestris guanine nucleotide-binding protein G(q) subunit alpha (LOC100647165) transcript variant X1","XM_012318897"
"19821","LOC100647165","XM_012318901.1","PREDICTED: Bombus terrestris guanine nucleotide-binding protein G(q) subunit alpha (LOC100647165) transcript variant X7","XM_012318901"
"19822","LOC100647165","XM_012318900.1","PREDICTED: Bombus terrestris guanine nucleotide-binding protein G(q) subunit alpha (LOC100647165) transcript variant X6","XM_012318900"
"19823","LOC100647165","XM_012318899.1","PREDICTED: Bombus terrestris guanine nucleotide-binding protein G(q) subunit alpha (LOC100647165) transcript variant X5","XM_012318899"
"19824","LOC100645544","XM_012318904.1","PREDICTED: Bombus terrestris amphiphysin (LOC100645544) transcript variant X4","XM_012318904"
"19825","LOC100645544","XM_012318903.1","PREDICTED: Bombus terrestris amphiphysin (LOC100645544) transcript variant X3","XM_012318903"
"19826","LOC100645544","XM_003402554.2","PREDICTED: Bombus terrestris amphiphysin (LOC100645544) transcript variant X2","XM_003402554"
"19827","LOC100645544","XM_012318902.1","PREDICTED: Bombus terrestris amphiphysin (LOC100645544) transcript variant X1","XM_012318902"
"19828","LOC100645734","XM_012318905.1","PREDICTED: Bombus terrestris acidic leucine-rich nuclear phosphoprotein 32 family member A-like (LOC100645734)","XM_012318905"
"19829","LOC100645854","XM_003402557.2","PREDICTED: Bombus terrestris uncharacterized LOC100645854 (LOC100645854)","XM_003402557"
"19830","LOC100646048","XM_003402559.2","PREDICTED: Bombus terrestris aminopeptidase N (LOC100646048)","XM_003402559"
"19831","LOC100646446","XM_012318906.1","PREDICTED: Bombus terrestris uncharacterized LOC100646446 (LOC100646446) transcript variant X1","XM_012318906"
"19832","LOC100646324","XM_012318907.1","PREDICTED: Bombus terrestris thyrotropin-releasing hormone-degrading ectoenzyme-like (LOC100646324)","XM_012318907"
"19833","LOC100646446","XR_001099608.1","PREDICTED: Bombus terrestris uncharacterized LOC100646446 (LOC100646446) transcript variant X3","XR_001099608"
"19834","LOC100646446","XR_001099607.1","PREDICTED: Bombus terrestris uncharacterized LOC100646446 (LOC100646446) transcript variant X2","XR_001099607"
"19835","LOC100646568","XM_003402562.2","PREDICTED: Bombus terrestris DNA-directed RNA polymerase III subunit RPC7-like (LOC100646568)","XM_003402562"
"19836","LOC100647444","XM_012318908.1","PREDICTED: Bombus terrestris protein bric-a-brac 1-like (LOC100647444) partial ","XM_012318908"
"19837","LOC100647560","XM_003402570.2","PREDICTED: Bombus terrestris calpain-7-like (LOC100647560)","XM_003402570"
"19838","LOC100647681","XM_003402571.2","PREDICTED: Bombus terrestris transcription initiation factor IIB-like (LOC100647681) partial ","XM_003402571"
"19839","LOC105666801","XR_001099609.1","PREDICTED: Bombus terrestris uncharacterized LOC105666801 (LOC105666801) ncRNA","XR_001099609"
"19840","LOC105666802","XM_012318909.1","PREDICTED: Bombus terrestris uncharacterized LOC105666802 (LOC105666802)","XM_012318909"
"19841","LOC105666805","XM_012318988.1","PREDICTED: Bombus terrestris uncharacterized LOC105666805 (LOC105666805)","XM_012318988"
"19842","LOC100652098","XM_003402606.2","PREDICTED: Bombus terrestris CREB-regulated transcription coactivator 1-like (LOC100652098) transcript variant X1","XM_003402606"
"19843","LOC100652098","XM_012318911.1","PREDICTED: Bombus terrestris CREB-regulated transcription coactivator 1-like (LOC100652098) transcript variant X2","XM_012318911"
"19844","LOC100652098","XM_012318912.1","PREDICTED: Bombus terrestris CREB-regulated transcription coactivator 1-like (LOC100652098) transcript variant X3","XM_012318912"
"19845","LOC105666806","XM_012318989.1","PREDICTED: Bombus terrestris eukaryotic translation initiation factor 5B-like (LOC105666806)","XM_012318989"
"19846","LOC100650708","XM_012318990.1","PREDICTED: Bombus terrestris titin-like (LOC100650708)","XM_012318990"
"19847","LOC100652331","XM_003402608.2","PREDICTED: Bombus terrestris microsomal glutathione S-transferase 1-like (LOC100652331)","XM_003402608"
"19848","LOC100652215","XM_012318913.1","PREDICTED: Bombus terrestris ubiquitin-conjugating enzyme E2 R2 (LOC100652215) transcript variant X2","XM_012318913"
"19849","LOC100652215","XM_003402607.2","PREDICTED: Bombus terrestris ubiquitin-conjugating enzyme E2 R2 (LOC100652215) transcript variant X1","XM_003402607"
"19850","LOC100642308","XM_003402609.2","PREDICTED: Bombus terrestris glutathione S-transferase C-terminal domain-containing protein homolog (LOC100642308)","XM_003402609"
"19851","LOC105666807","XM_012318991.1","PREDICTED: Bombus terrestris protein JTB (LOC105666807)","XM_012318991"
"19852","LOC100642428","XM_012318919.1","PREDICTED: Bombus terrestris OTU domain-containing protein 7B-like (LOC100642428) transcript variant X6","XM_012318919"
"19853","LOC100642428","XM_012318914.1","PREDICTED: Bombus terrestris OTU domain-containing protein 7B-like (LOC100642428) transcript variant X1","XM_012318914"
"19854","LOC100642428","XM_012318918.1","PREDICTED: Bombus terrestris OTU domain-containing protein 7B-like (LOC100642428) transcript variant X5","XM_012318918"
"19855","LOC100642428","XM_012318916.1","PREDICTED: Bombus terrestris OTU domain-containing protein 7B-like (LOC100642428) transcript variant X3","XM_012318916"
"19856","LOC100642428","XM_012318917.1","PREDICTED: Bombus terrestris OTU domain-containing protein 7B-like (LOC100642428) transcript variant X4","XM_012318917"
"19857","LOC100642428","XM_012318920.1","PREDICTED: Bombus terrestris OTU domain-containing protein 7B-like (LOC100642428) transcript variant X7","XM_012318920"
"19858","LOC100642428","XM_012318915.1","PREDICTED: Bombus terrestris OTU domain-containing protein 7B-like (LOC100642428) transcript variant X2","XM_012318915"
"19859","LOC100642786","XM_003402613.2","PREDICTED: Bombus terrestris glucosidase 2 subunit beta (LOC100642786)","XM_003402613"
"19860","LOC100642669","XM_012318921.1","PREDICTED: Bombus terrestris uncharacterized LOC100642669 (LOC100642669) transcript variant X1","XM_012318921"
"19861","LOC100642669","XM_012318923.1","PREDICTED: Bombus terrestris uncharacterized LOC100642669 (LOC100642669) transcript variant X2","XM_012318923"
"19862","LOC100642669","XM_012318924.1","PREDICTED: Bombus terrestris uncharacterized LOC100642669 (LOC100642669) transcript variant X3","XM_012318924"
"19863","LOC100642907","XM_012318925.1","PREDICTED: Bombus terrestris GRB2-associated-binding protein 2-like (LOC100642907) transcript variant X2","XM_012318925"
"19864","LOC100642907","XM_003402614.2","PREDICTED: Bombus terrestris GRB2-associated-binding protein 2-like (LOC100642907) transcript variant X1","XM_003402614"
"19865","LOC100650829","XM_012318926.1","PREDICTED: Bombus terrestris histone acetyltransferase p300 (LOC100650829)","XM_012318926"
"19866","LOC105666803","XR_001099611.1","PREDICTED: Bombus terrestris uncharacterized LOC105666803 (LOC105666803) transcript variant X2","XR_001099611"
"19867","LOC105666803","XR_001099610.1","PREDICTED: Bombus terrestris uncharacterized LOC105666803 (LOC105666803) transcript variant X1","XR_001099610"
"19868","LOC100643348","XM_003402618.2","PREDICTED: Bombus terrestris membrane-associated progesterone receptor component 1-like (LOC100643348)","XM_003402618"
"19869","LOC100643225","XM_003402617.2","PREDICTED: Bombus terrestris WD repeat-containing protein 19 (LOC100643225)","XM_003402617"
"19870","LOC100643024","XM_012318930.1","PREDICTED: Bombus terrestris SH3 and multiple ankyrin repeat domains protein 1 (LOC100643024) transcript variant X4","XM_012318930"
"19871","LOC100643024","XM_012318932.1","PREDICTED: Bombus terrestris SH3 and multiple ankyrin repeat domains protein 1 (LOC100643024) transcript variant X6","XM_012318932"
"19872","LOC100643024","XM_012318931.1","PREDICTED: Bombus terrestris SH3 and multiple ankyrin repeat domains protein 1 (LOC100643024) transcript variant X5","XM_012318931"
"19873","LOC100643024","XM_012318929.1","PREDICTED: Bombus terrestris SH3 and multiple ankyrin repeat domains protein 1 (LOC100643024) transcript variant X3","XM_012318929"
"19874","LOC100643024","XM_012318928.1","PREDICTED: Bombus terrestris SH3 and multiple ankyrin repeat domains protein 1 (LOC100643024) transcript variant X2","XM_012318928"
"19875","LOC100643024","XM_012318927.1","PREDICTED: Bombus terrestris SH3 and multiple ankyrin repeat domains protein 1 (LOC100643024) transcript variant X1","XM_012318927"
"19876","LOC100651060","XM_003402598.2","PREDICTED: Bombus terrestris uncharacterized LOC100651060 (LOC100651060)","XM_003402598"
"19877","LOC100643636","XM_003402619.2","PREDICTED: Bombus terrestris bestrophin-2 (LOC100643636)","XM_003402619"
"19878","LOC100651182","XM_012318933.1","PREDICTED: Bombus terrestris probable phospholipid-transporting ATPase VD (LOC100651182) transcript variant X1","XM_012318933"
"19879","LOC100651182","XM_012318934.1","PREDICTED: Bombus terrestris probable phospholipid-transporting ATPase VD (LOC100651182) transcript variant X2","XM_012318934"
"19880","LOC100651182","XM_012318936.1","PREDICTED: Bombus terrestris probable phospholipid-transporting ATPase VD (LOC100651182) transcript variant X4","XM_012318936"
"19881","LOC100651182","XM_012318935.1","PREDICTED: Bombus terrestris probable phospholipid-transporting ATPase VD (LOC100651182) transcript variant X3","XM_012318935"
"19882","LOC100643833","XM_003402621.2","PREDICTED: Bombus terrestris rab GDP dissociation inhibitor beta (LOC100643833)","XM_003402621"
"19883","LOC100651306","XM_012318938.1","PREDICTED: Bombus terrestris acyl-CoA synthetase family member 4 (LOC100651306) transcript variant X1","XM_012318938"
"19884","LOC100651306","XM_012318939.1","PREDICTED: Bombus terrestris acyl-CoA synthetase family member 4 (LOC100651306) transcript variant X2","XM_012318939"
"19885","LOC100651427","XM_012318940.1","PREDICTED: Bombus terrestris S-phase kinase-associated protein 1 (LOC100651427)","XM_012318940"
"19886","LOC100643959","XM_012318941.1","PREDICTED: Bombus terrestris uncharacterized LOC100643959 (LOC100643959) transcript variant X1","XM_012318941"
"19887","LOC100643959","XM_012318942.1","PREDICTED: Bombus terrestris uncharacterized LOC100643959 (LOC100643959) transcript variant X2","XM_012318942"
"19888","LOC100643959","XM_003402622.2","PREDICTED: Bombus terrestris uncharacterized LOC100643959 (LOC100643959) transcript variant X3","XM_003402622"
"19889","LOC100643959","XM_012318943.1","PREDICTED: Bombus terrestris uncharacterized LOC100643959 (LOC100643959) transcript variant X4","XM_012318943"
"19890","LOC100644196","XM_003402624.2","PREDICTED: Bombus terrestris FAST kinase domain-containing protein 5 (LOC100644196)","XM_003402624"
"19891","LOC100644315","XM_012318945.1","PREDICTED: Bombus terrestris mitochondrial ornithine transporter 1 (LOC100644315)","XM_012318945"
"19892","LOC100644080","XM_003402623.2","PREDICTED: Bombus terrestris histone-lysine N-methyltransferase Suv4-20 (LOC100644080) transcript variant X1","XM_003402623"
"19893","LOC100644080","XM_012318946.1","PREDICTED: Bombus terrestris histone-lysine N-methyltransferase Suv4-20 (LOC100644080) transcript variant X2","XM_012318946"
"19894","LOC100644541","XM_003402627.2","PREDICTED: Bombus terrestris probable ATP-dependent RNA helicase DDX49 (LOC100644541)","XM_003402627"
